Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon
ACEH,INDUSTRI PENGOLAHAN,"PKS PARASAWITA, PT","DSN HARAPAN DUA, PERK SEURUWAY, KEC. SERUWAY, KAB. ACEH TAMIANG 24473",085277064638
ACEH,INDUSTRI PENGOLAHAN,PKS PULAU TIGA PTP NUSANTARA I,"PULAU TIGA, PERK PULAU TIGA, KEC. TAMIANG HULU, KAB. ACEH TAMIANG 24478",
ACEH,INDUSTRI PENGOLAHAN,"PMKS SISIRAU, PT","DSN KANTIL SIDODADI KEJURUAN MUDA, SIDODADI, KEC. KEJURUAN MUDA, KAB. ACEH TAMIANG 24477",085206502102
ACEH,INDUSTRI PENGOLAHAN,"PMKS SAMUDERA SAWIT NABATI, PT","JL T.UMAR MEDANTAPAK TUAN, SINGGERSING, KEC. SULTAN DAULAT, KOTA SUBULUSSALAM",085335429290
ACEH,INDUSTRI PENGOLAHAN,PTP NUSANTARA I,"DSN DURA DELI , KEBUN TANJUNG SEUMANTOH, KEC. KARANG BARU, KAB. ACEH TAMIANG 24476",
ACEH,INDUSTRI PENGOLAHAN,"SAWIT MAS SEJAHTERA, PT","JL CHIK DITIRO NO 26, BIREUN MEUNASAH CAPA, KEC. KOTA JUANG, KAB. BIREUEN 24251",
ACEH,INDUSTRI PENGOLAHAN,"SAWIT NAGAN RAYA MAKMUR, PT","BATE PUTEH LAMIE, LAMIE, KEC. DARUL MAKMUR, KAB. NAGAN RAYA 23661",
ACEH,INDUSTRI PENGOLAHAN,"SOCFIN INDONESIA SEUMANYAM TRIPA, PT","JL SEUMANYAM, SIMPANG DELI KILANG, KEC. DARUL MAKMUR, KAB. NAGAN RAYA 23662",0626-16614390; 0626-16614390
ACEH,INDUSTRI PENGOLAHAN,"SOCFINDO INDONESIA MEDAN, PT","PURWODADI, KEC. KUALA PESISIR, KAB. NAGAN RAYA",
ACEH,INDUSTRI PENGOLAHAN,"SOCFINDO INDONESIA SEI LIPUT, PT","DSN KAMBOJA, KEBUN SUNGAI LIPUT, KEC. KEJURUAN MUDA, KAB. ACEH TAMIANG 24477",08126304226
ACEH,INDUSTRI PENGOLAHAN,"SOCFINDO, PT","JL CUT MUTIA, RIMO, KEC. GUNUNG MERIAH, KAB. ACEH SINGKIL 23784",
ACEH,INDUSTRI PENGOLAHAN,"SURYA PANEN SUBUR, PT","JL KAYE UNAU JATI, PULO KRUET, KEC. DARUL MAKMUR, KAB. NAGAN RAYA",
ACEH,INDUSTRI PENGOLAHAN,"SYAUKAT SEJAHTERA, PT","JL COT JABET, KEUDE LAPANG, KEC. GANDA PURA, KAB. BIREUEN",
ACEH,INDUSTRI PENGOLAHAN,"TRI AGRO PALMA TAMIANG, PT","DSN KARYA SEUMADAM, SEUMADAM, KEC. KEJURUAN MUDA, KAB. ACEH TAMIANG 24477",
ACEH,INDUSTRI PENGOLAHAN,"UJUNG NEUBOK DALAM, PT","BATE PUTEH LAMIE, UJONG LAMIE, KEC. DARUL MAKMUR, KAB. NAGAN RAYA 23661",
ACEH,INDUSTRI PENGOLAHAN,"VENQUA 99, PT","JL SUBULUSSALAMLONGKIP KM 5, SIKELONDANG, KEC. SIMPANG KIRI, KOTA SUBULUSSALAM",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"ADHI PUTRA KENCANA, PT","JL BRIGJEND KATAMSO NO 32 FG RT. 01, A U R, KEC. MEDAN MAIMUN, KOTA MEDAN 20151",061-4552355
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"ADIMULIA SARIMAS INDONESIA, PT","KP TELUK PANJI, KEC. KP RAKYAT, KAB. LABUHAN BATU SELATAN",085262914528
SUMATERA UTARA,INDUSTRI PENGOLAHAN,AGAR AGAR,"JL NIBUNG RAYA NO 24 32 47 MEDAN, TANJUNG GUSTA, KEC. SUNGGAL, KAB. DELI SERDANG 20352",061-4522811
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"AGRO MANDIRI SEMESTA, PT","JL SIMP MAINANG DSN 2, RAHUNING II, KEC. RAHUNING, KAB. ASAHAN 21273",085278177744
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"ALAM LESTARI, CV","JL SENTOSA BLOK 2 DSN VI, PUJI MULYO, KEC. SUNGGAL, KAB. DELI SERDANG",082360001845
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"ANUGERAH, CV","DSN 6, SILO BONTO, KEC. SILAU LAUT, KAB. ASAHAN 21263",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,ASAM GELUGUR <AGUS>,"DSN 3, SILO LAMA, KEC. SILAU LAUT, KAB. ASAHAN 21263",081260951590
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"AYU SEROJA PERTAMA, PT","DSN XII, MARINDAL SATU, KEC. PATUMBAK, KAB. DELI SERDANG 20361",61-4560849; 61-4560849
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BANIA RAHMAT UTAMA , PT","JL GATOT SUBROTO, PONDOK BATU, KEC. SARUDIK, KAB. TAPANULI TENGAH 22616",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BARUMUN AGRO SENTOSA, PT/ FIRST MUJUR PLANTATION & INDUSTRI, PT","AEK SIGALAGALA, UJUNG GADING JAE, KEC. SIMANGAMBAT, KAB. PADANG LAWAS UTARA 22747",0624-496327; 0624-4574875
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BELACAN <ACAI>,"DSN 4, BAGAN ASAHAN BARU, KEC. TANJUNG BALAI, KAB. ASAHAN",085261797878
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BERKAT HARAPAN, UD","JL CUTYA MENDUT DSN 1, SEI NANGKA, KEC. SEI KEPAYANG BARAT, KAB. ASAHAN 21381",0811628094
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BERKAT JAYA UD,"JL HARAPAN, BUNTU BEDIMBAR, KEC. TANJUNG MORAWA, KAB. DELI SERDANG 20362",061-7946658
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BHARATA BETON, PT","DSN 10 GG PEMBANGUNAN, MARINDAL SATU, KEC. PATUMBAK, KAB. DELI SERDANG 20361",08136570000
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BIJI KOPI SIDIKALANG, CV","JL SELAMAT PUJI MULYO, PUJI MULYO, KEC. SUNGGAL, KAB. DELI SERDANG",61-6628831; 61-6627030
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BIKA AMBON RIAN,"JL A YANI LINGK III , KWALA BEGUMIT, KEC. BINJAI, KAB. LANGKAT 20761",081361712226
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BILLITON PLYWOOD, PT","DSN 9, LUBUK PALAS, KEC. SILAU LAUT, KAB. ASAHAN 21263",085262051377
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BINA PUTRA,"PELANGGIRAN LAUT TADOR, KEC. SEI SUKA, KAB. BATU BARA",085261167555
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BINA RAHMAD MADANI, PT","JL PETANI JAYA, PIR ADB BESITANG, KEC. BESITANG, KAB. LANGKAT 20859",061-8477009; 061-6840201
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BINA SAINS CEMERLANG, PT","DSN 4, LUBUK PALAS, KEC. SILAU LAUT, KAB. ASAHAN 21263",081370938321
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BINA SARI ERA PRIMA,"DALU DALAM NO 10 A, DALU 10 A, KEC. TANJUNG MORAWA, KAB. DELI SERDANG",61-77806888
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BINTAN BERSATU APPAREL, PT","DSN 4, SILO BARU, KEC. SILAU LAUT, KAB. ASAHAN 21263",081264040429
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BINTANG INTIPERSADA SHIPYARD, PT","JL MANUNGIRIL 14 OUSUN IL, LUBUK PALAS, KEC. SILAU LAUT, KAB. ASAHAN 21263",085261405583
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BINTANG TENERA, PT","JL DELI TUA KM 78, KEDAI DURIAN, KEC. MEDAN JOHOR, KOTA MEDAN 20145",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BOMBON,"JL LANGSA DSN 8, PURWODADI, KEC. SUNGGAL, KAB. DELI SERDANG 20351",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BREAD ISLAMI,"JL SIRANDORUNG, SIRANDORUNG, KEC. RANTAU UTARA, KAB. LABUHAN BATU",081264514671
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BREAD ONE,"JL MERDEKA NO 245 RT. 01/RW. 02, DWIKORA, KEC. SIANTAR BARAT, KOTA PEMATANG SIANTAR 21118",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BUANA SAWIT INDAH, PT","DSN 1, PERKEBUNAN PETATAL, KEC. TALAWI, KAB. BATU BARA",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BUAT KERUPUK <ASEP>,"PASAR 7 DSN II RT. 11/RW. 11, TEMBUNG, KEC. PERCUT SEI TUAN, KAB. DELI SERDANG 20371",081362476099
SUMATERA UTARA,INDUSTRI PENGOLAHAN,BUAT KERUPUK <MAWARIANI>,"JL KUNINGAN NO 10/RW. 11, SEI RENGAS II, KEC. MEDAN AREA, KOTA MEDAN 20214",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BUDI ACID JAYA, PT","DSN 6, BANDAR PASIR MANDOGE, KEC. BANDAR PASIR MANDOGE, KAB. ASAHAN 21262",082141023600; 0614143143
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BUMI SARI PRIMA, PT","JL MEDAN KM 7 RT. 03/RW. 01, TANJUNG TONGAH, KEC. SIANTAR MARTOBA, KOTA PEMATANG SIANTAR 21137",0622-23662
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BUNGA SARI, UD","JL IR. H DJUANDA KM 4,5, BEROHOL, KEC. BAJENIS, KOTA TEBING TINGGI",0621-22555
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CABRITA PATTISERY BAKERY,"JL AH NASUTION GG DAMAI NO 102, KWALA BEKALA, KEC. MEDAN JOHOR, KOTA MEDAN 20142",061-88802343; 061-8802343
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CAHAYA BARU,"JL KASUARI NO 1416, SIPINGGOL PINGGOL, KEC. SIANTAR BARAT, KOTA PEMATANG SIANTAR 21114",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"CARGILL INDONESIA, PT","DSN 12, LIMAU MANIS, KEC. TANJUNG MORAWA, KAB. DELI SERDANG 20362",61-7941222; 61-7946465
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"CENDANA PUTRA LESTARI, PT","JL RANDU LK 3, JATI UTOMO, KEC. BINJAI UTARA, KOTA BINJAI 20747",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CHOCO BAKERY,"JL ISKANDAR MUDA 202, PETISAH HULU, KEC. MEDAN BARU, KOTA MEDAN 20153",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CHOCO INTI SEJAHTERA,"JL KELAPA II NO 8, TANJUNG GUSTA, KEC. MEDAN HELVETIA, KOTA MEDAN 20125",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"CHOCO INTI SEJAHTERA, PT","JL PINTU AIR 4 GG NABAR, KWALA BEKALA, KEC. MEDAN JOHOR, KOTA MEDAN 20142",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CINTA FOOD,"KIM STAR TANJUNG MORAWA, TANJUNG BARU, KEC. TANJUNG MORAWA, KAB. DELI SERDANG",61-7945461
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CINTA KARYA SUKSES,"JL PELITA 6 NO 7, TANJUNG MORAWA B, KEC. TANJUNG MORAWA, KAB. DELI SERDANG 20362",061-7946882
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CINTA RAJA,"DSN 4 SILINDA, SILINDA, KEC. SILINDA, KAB. SERDANG BEDAGAI 20981",061-4519576
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CIOMAS ADI SATWA,"DSN V, KLUMPANG KP, KEC. HAMPARAN PERAK, KAB. DELI SERDANG 20374",082861153931
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CIPTA BAJA RAYA,"JL PERTAHANAN DSN 6 NO 96 DSN VI, PATUMBAK KP, KEC. PATUMBAK, KAB. DELI SERDANG 20361",061-4158615; 061-4158709
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CIPTA CHEMICAL MEDAN OIL,"LK 11 BUKIT REJO, TANJUNG SELAMAT, KEC. PADANG TUALANG, KAB. LANGKAT",085262234597
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"CISADANE FOOD MAKMURAMDI, CV","PELITA RAYA, TANJUNG BARU, KEC. TANJUNG MORAWA, KAB. DELI SERDANG 20362",061-800253; 061-80042025
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"CITRA AGRAMASINTI NUSANTARA, PT","SEI MERBAU, KEC. TELUK NIBUNG, KOTA TANJUNG BALAI",0811629436
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"CITRA INDAH PERTIWI, PT","JL PEMBANGUNAN, PEMATANG SELENG, KEC. BILAH HULU, KAB. LABUHAN BATU",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"CLOVER, CV","JL TEUKU UMAR NO 10, PETISAH TENGAH, KEC. MEDAN PETISAH, KOTA MEDAN 20112",061-456669
SUMATERA UTARA,INDUSTRI PENGOLAHAN,COCA COLA ROTI <AGUSMIATI>,"JL B ZEIN HAMID GG SEMPURNA NO 54, KEDAI DURIAN, KEC. MEDAN JOHOR, KOTA MEDAN 20145",061-7030006
SUMATERA UTARA,INDUSTRI PENGOLAHAN,COKLAT <KIM LING>,"JL METAL RAYA 4084, TANJUNG MULIA, KEC. MEDAN DELI, KOTA MEDAN 20241",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,CP PRIMA,"JL SM RAJA, TIMBANG DELI, KEC. MEDAN AMPLAS, KOTA MEDAN",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DAPOER OLE-OLE <SUSANA>,"KOMP MULTATULI BLOK FF NO 45 RT. 01/RW. 01, H A M D A N, KEC. MEDAN MAIMUN, KOTA MEDAN 20151",061-6528862
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DAYA LABUHAN INDAH, PT","KP PANGKATAN, PANGKATAN, KEC. PANGKATAN, KAB. LABUHAN BATU 21462",061-29484; 061-294484
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DELI CITRA KENCANA, PT","JL SUKABUMI LAMA NO 100A, PUJI MULYO, KEC. SUNGGAL, KAB. DELI SERDANG 20351",061-8458067
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DELI SARI MURNI TAPIOKA, PT","JL KISARAN KM6 DSN 2, PAYA PASIR, KEC. TEBING SYAHBANDAR, KAB. SERDANG BEDAGAI 24557 24557",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DELI TEBING LUHUR, PT","JL SUKARN O HATTA LK 03, TAMBANGAN, KEC. PADANG HILIR, KOTA TEBING TINGGI 20631",08112075770
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DENPASAR, UD","JL KENDURI KM 14, MULYOREJO, KEC. SUNGGAL, KAB. DELI SERDANG 20351",085262835218
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DEWA RENCANA PA,"RAJA TENGAH, KEC. KUALA, KAB. LANGKAT",082166055322
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DISKI MAKMUR,"JL SELAMAT NO 10A, PUJI MULYO, KEC. SUNGGAL, KAB. DELI SERDANG",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DJAJA PUTRA INDONESIA, PT","DSN 3, GAJAH SAKTI, KEC. BANDAR PULAU, KAB. ASAHAN 21274",0023-67949820
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DJASA DJASA <HENDRI>,"JL MEDAN BINJAI KM 13, MULYOREJO, KEC. SUNGGAL, KAB. DELI SERDANG 20351",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DODOL LILY MYG,"DSN 2, SEI SIJENGGI, KEC. PERBAUNGAN, KAB. SERDANG BEDAGAI 20986",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DODOL PULUT RYAN,"JL PANGKALAN BRANDAN, PAYA PERUPUK, KEC. TANJUNG PURA, KAB. LANGKAT 20853",08126458130
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DODOL RIA,"JL P.BRANDAN TG.PURA, PAYA PERUPUK, KEC. TANJUNG PURA, KAB. LANGKAT",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DODOL RYAN,"JL P.BERANDAN DSN IV MELUR, PAYA PERUPUK, KEC. TANJUNG PURA, KAB. LANGKAT",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DOMUS JAYA, PT","JL BERINGIN LK 1, JATI UTOMO, KEC. BINJAI UTARA, KOTA BINJAI 20745",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DOW AAGROSCIENCES INDONESIA, PT","JL MEDAN KM 9,5, SINAKSAK, KEC. TAPIAN DOLOK, KAB. SIMALUNGUN 21154",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,DUPA MAS,"JL MUAL NAULI NO 18, SIOPAT SUHU, KEC. SIANTAR TIMUR, KOTA PEMATANG SIANTAR 21128",0622-7010868
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"DUTA AYU MAS PERSADA, PT","JL NAMORAMBE, DELI TUA, KEC. DELI TUA, KAB. DELI SERDANG 20355",061-7030180
SUMATERA UTARA,INDUSTRI PENGOLAHAN,EASTERN SUMATRA INDO,"HUTA 1A, MARIHAT BUKIT, KEC. GUNUNG MALELA, KAB. SIMALUNGUN 21153",085372387966
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"EJP, PT","DSN IV SUKARAMAI, SIMPANG EMPAT, KEC. SEI RAMPAH, KAB. SERDANG BEDAGAI 20695",08126200669
SUMATERA UTARA,INDUSTRI PENGOLAHAN,ERA KARYA PRIMA,"DSN RAJA TENGAH HULU, RAJA TENGAH, KEC. KUALA, KAB. LANGKAT",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"ESA, UD","JL JALA 4 LK 3, RENGAS PULAU, KEC. MEDAN MARELAN, KOTA MEDAN 20255",085296418880
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"ESPRAVET NASUBA, PT","JL KL YOS SUDARSO, M A B A R, KEC. MEDAN DELI, KOTA MEDAN 20242",061-68521258
SUMATERA UTARA,INDUSTRI PENGOLAHAN,FAJAR AGUNG,"JL PEPAYA NO 24 26, SILALAS, KEC. MEDAN BARAT, KOTA MEDAN 20114",061-4522241
SUMATERA UTARA,INDUSTRI PENGOLAHAN,FAMILY BAKERY <MISNO>,"JL SETIA GAPERTA, TANJUNG GUSTA, KEC. MEDAN HELVETIA, KOTA MEDAN 20125",081263413953
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"FAMILY MANDIRI, UD","JL JEND. SUDIRMAN GG. MELON II, PANTAI JOHOR, KEC. DATUK BANDAR, KOTA TANJUNG BALAI 21369",085270503066
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"FAWAS JAYA, CV","JL BERSAMA, BANDAR SELAMAT, KEC. MEDAN TEMBUNG, KOTA MEDAN 20223",081260329302
SUMATERA UTARA,INDUSTRI PENGOLAHAN,FERMENTASI (PEMBUATAN BELACAN) H NAMBON,"DSN II, SEI LUNANG, KEC. SEI KEPAYANG TIMUR, KAB. ASAHAN 21381",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"FLORA, PT","GG KELUARGA 1, SI UMBUT BARU, KEC. KISARAN TIMUR, KAB. ASAHAN 21225",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"FLORINDO MAKMUR, PT","PERGULAAN, KEC. SEI RAMPAH, KAB. SERDANG BEDAGAI",081540904982
SUMATERA UTARA,INDUSTRI PENGOLAHAN,FOUNTAIN,"JL PERIUK NO 77, SEI PUTIH TENGAH, KEC. MEDAN PETISAH, KOTA MEDAN 20118",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GABAH HARUM,"JL RT. PRAPAT KM 18,5, SUNGAI ALIM ULU, KEC. AIR BATU, KAB. ASAHAN 21272 93157 93157",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GALAXY OCEAN SHIPYARD, PT","JL SEI DELI NO 14 16 RT. 02, SILALAS, KEC. MEDAN BARAT, KOTA MEDAN 20114",061-4577725
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GANDA,"JL ADE IRMA NO 83 RT. 03/RW. 04, MARTOBA, KEC. SIANTAR UTARA, KOTA PEMATANG SIANTAR 21143",0622-21370
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GANDA,"JL SURABAYA NO 26, PROKLAMASI, KEC. SIANTAR BARAT, KOTA PEMATANG SIANTAR 21117",061-22854
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GANDAHERA HENDANA, PT","JL ISKANDAR MUDA NO 11 B, MERDEKA, KEC. MEDAN BARU, KOTA MEDAN 20154",061-4532515
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GANPATI TRADING, PT","JL MEDANBINJAI KM16,5, SEI SEMAYANG, KEC. SUNGGAL, KAB. DELI SERDANG 20352",61-8822418
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GARUDA MAS PERKASA, PT","DSN 4 SUKA RAMAI, SIMPANG EMPAT, KEC. SEI RAMPAH, KAB. SERDANG BEDAGAI",08126215614
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GARUDA TELADAN,"JL ANGGUR NO 39, BANDAR SENEMBAH, KEC. BINJAI BARAT, KOTA BINJAI 20719",061-8821788; 061-8822222
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GIGA PUTRA NUSANTARA,"PADANG GARUGUR JAE, KEC. AEK NABARA BARUMUN, KAB. PADANG LAWAS",081379482290
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GIGA PUTRA NUSANTARA, PT","JL SEI BINGEI NO 36 MEDAN LK 01, SEI SIKAMBING D, KEC. MEDAN PETISAH, KOTA MEDAN 20119",061-4525004
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GOLD COIN INDONESIA, PT","JL P.BALI NO2 KIM II, SAENTIS, KEC. PERCUT SEI TUAN, KAB. DELI SERDANG 20242",61-6855127; 61-6853452
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GOLDEN CUP SEAFOOD,"JL GABION NO 8, BAGAN DELI, KEC. MEDAN BELAWAN, KOTA MEDAN 20414",061-6942316
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GOLDEN CUP, PT","JL PELABUHAN, BAGAN DELI, KEC. MEDAN BELAWAN, KOTA MEDAN",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GONTING BUMI MANDAILING, UD","SIMPANG BANYAK JULU, KEC. ULU PUNGKUT, KAB. MANDAILING NATAL",082165284952
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GRAHADURA LEIDONG PRIMA, PT","JL BESAR, SUKARAME BARU, KEC. KUALUH HULU, KAB. LABUHAN BATU UTARA 21457",08126331244
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GUNUNG MAS I,"JL INDUSTRI DSN 3, TANJUNG MORAWA B, KEC. TANJUNG MORAWA, KAB. DELI SERDANG",61-7940935
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GUNUNG MAS II,"JL MEDAN T.MORAWA KM 14,2, TANJUNG MORAWA B, KEC. TANJUNG MORAWA, KAB. DELI SERDANG",61-7940385
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GUNUNG MELAYU, PT","BATU ANAM, KEC. RAHUNING, KAB. ASAHAN",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"GUNUNG SALJU SEGATI, PT","JL YOS SUDARSO LK 2, PEMATANG PASIR, KEC. TELUK NIBUNG, KOTA TANJUNG BALAI 21333",085275697859
SUMATERA UTARA,INDUSTRI PENGOLAHAN,GUNUNG SARI <JULY>,"JL PENDAWA/RW. 02, PURWODADI, KEC. SUNGGAL, KAB. DELI SERDANG 20351",089684978902
SUMATERA UTARA,INDUSTRI PENGOLAHAN,HARAPAN TANI,"SENTANG, KEC. TELUK MENGKUDU, KAB. SERDANG BEDAGAI",08126367788
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"HARIARA, CV","JL TAMBUN BARAT RT. 02/RW. 01, TANJUNG TONGAH, KEC. SIANTAR MARTOBA, KOTA PEMATANG SIANTAR 21137",
